label,n_boot_files,n_unique_ns_runs,n_live,empirical_multirun_sd,mean_bootstrap_sd,median_bootstrap_sd,mean_skilling_sd,median_skilling_sd,mean_boot_over_skilling,median_boot_over_skilling,mean_boot_over_empirical,median_boot_over_empirical,mean_skilling_over_empirical,empirical_multirun_source
d36_ds36_nl900_m50_w50,186,180,900,0.16484774620517972,0.2692622437892411,0.2692047490759767,0.2676470228257311,0.26761923344619243,1.0060331945730623,1.006263861336514,1.6333996065320815,1.6330508318925254,1.6236013472249784,results/d36_ds36_nl900_m50_w50/combined_d36_ds36_nl900_m50_w50.npz
d72_ds72_nl1800_m50_w50,40,40,1800,0.11853261539365136,0.24872510250333374,0.24971181116761507,0.24318615866038779,0.24323175727009844,1.0228040009969348,1.0263543189739535,2.0983684674239926,2.1066928316591396,2.051639186841168,results/d72_ds72_nl1800_m50_w50/combined_d72_ds72_nl1800_m50_w50.npz
nl100_m20_w20,300,300,100,0.583743127326304,0.513321050421221,0.5148641948330106,0.513220458532106,0.5131388429287871,1.000196735940013,1.0005524966893447,0.8793611888372298,0.8820047221647356,0.8791888666557666,results/nl100_m20_w20/combined_nl100_m20_w20.npz
nl100_m50_w50,300,300,100,0.5291959219454955,0.5128905602493838,0.5136172621077666,0.5117923905832782,0.5117827145892755,1.0021132861004254,0.9996575437844666,0.9691884214901584,0.9705616404214594,0.9671132549581332,results/nl100_m50_w50/combined_nl100_m50_w50.npz
nl300_m20_w20,30,30,300,0.3363579955282173,0.2975308057015607,0.2977240548937082,0.29501089108164563,0.2949168586558276,1.0085157826344782,1.012669020860913,0.8845658781927203,0.8851404124529927,0.8770741144962527,results/nl300_m20_w20/combined_nl300_m20_w20.npz
nl300_m50_w50,300,300,300,0.29663598705784444,0.29596348753702173,0.296363217525591,0.29531060617640126,0.29534236571428085,1.002197406253284,1.003229170248113,0.9977329132331757,0.9990804570444778,0.9955319619356074,results/nl300_m50_w50/combined_nl300_m50_w50.npz
