label,n_observed_runs,mean_ratio_boot_over_skilling,median_ratio_boot_over_skilling,sd_ratio_boot_over_skilling,min_ratio,q05_ratio,q25_ratio,q75_ratio,q95_ratio,max_ratio,mean_abs_pct_difference,median_abs_pct_difference,frac_abs_difference_gt_5pct,frac_abs_difference_gt_10pct,frac_boot_gt_skilling_by_10pct,frac_boot_lt_skilling_by_10pct,corr_bootstrap_sd_with_skilling_sd,mean_bootstrap_sd,mean_skilling_sd
d36_ds36_nl900_m50_w50,186,1.006033194573062,1.006263861336514,0.05383382247140411,0.8740250719855817,0.9244137182608123,0.9723322824394676,1.039776799462706,1.099576590848209,1.1731796572559774,4.288907180897673,3.383015537701317,0.3387096774193548,0.07526881720430108,0.053763440860215055,0.021505376344086023,0.05940273312634588,0.269262243789241,0.2676470228257311
d72_ds72_nl1800_m50_w50,40,1.0228040009969348,1.0263543189739535,0.04942532628508171,0.9253167494757751,0.9441716956343799,0.9881252546831832,1.0641681202817497,1.0968288788828606,1.1148630492223137,4.531211622029114,4.16327002368827,0.425,0.05,0.05,0.0,-0.31356383441500746,0.24872510250333374,0.24318615866038779
nl100_m20_w20,300,1.000196735940013,1.0005524966893447,0.05198842101624058,0.8652705299882109,0.9177325886274091,0.9617273466314558,1.037184499329911,1.079315930281701,1.1814546707478477,4.2347890388335285,3.7962257596801887,0.37333333333333335,0.05333333333333334,0.023333333333333334,0.03,0.18897039839813573,0.513321050421221,0.513220458532106
nl100_m50_w50,300,1.0021132861004254,0.9996575437844666,0.0500833911595628,0.8546811199359255,0.9296899917775032,0.9675298165396987,1.0341779942418874,1.0918740786174816,1.1335533831412656,4.002139310133151,3.3714822844673584,0.3,0.05,0.03333333333333333,0.016666666666666666,0.24618175596764455,0.5128905602493838,0.5117923905832782
nl300_m20_w20,30,1.0085157826344782,1.012669020860913,0.05334221458692791,0.8991030867264921,0.9229651503039407,0.9711415024609351,1.0439876365136613,1.0829216772283794,1.1234303786690039,4.341922201522303,3.705849059749,0.36666666666666664,0.06666666666666667,0.03333333333333333,0.03333333333333333,0.19150740461087243,0.2975308057015607,0.29501089108164563
nl300_m50_w50,300,1.002197406253284,1.003229170248113,0.04895648281972459,0.8647559223635326,0.923139832978939,0.9670991721457883,1.0340792324662447,1.0847309232763798,1.1433086662860064,3.887518628670738,3.338280291456458,0.30666666666666664,0.056666666666666664,0.03,0.02666666666666667,0.15900685490173633,0.29596348753702173,0.29531060617640126
